"C24010_001E","C24010_001M","C24010_002E","C24010_002M","C24010_003E","C24010_003M","C24010_004E","C24010_004M","C24010_005E","C24010_005M","C24010_006E","C24010_006M","C24010_007E","C24010_007M","C24010_008E","C24010_008M","C24010_009E","C24010_009M","C24010_010E","C24010_010M","C24010_011E","C24010_011M","C24010_012E","C24010_012M","C24010_013E","C24010_013M","C24010_014E","C24010_014M","C24010_015E","C24010_015M","C24010_016E","C24010_016M","C24010_017E","C24010_017M","C24010_018E","C24010_018M","C24010_019E","C24010_019M","C24010_020E","C24010_020M","C24010_021E","C24010_021M","C24010_022E","C24010_022M","C24010_023E","C24010_023M","C24010_024E","C24010_024M","C24010_025E","C24010_025M","C24010_026E","C24010_026M","C24010_027E","C24010_027M","C24010_028E","C24010_028M","C24010_029E","C24010_029M","C24010_030E","C24010_030M","C24010_031E","C24010_031M","C24010_032E","C24010_032M","C24010_033E","C24010_033M","C24010_034E","C24010_034M","C24010_035E","C24010_035M","C24010_036E","C24010_036M","C24010_037E","C24010_037M","C24010_038E","C24010_038M","C24010_039E","C24010_039M","C24010_040E","C24010_040M","C24010_041E","C24010_041M","C24010_042E","C24010_042M","C24010_043E","C24010_043M","C24010_044E","C24010_044M","C24010_045E","C24010_045M","C24010_046E","C24010_046M","C24010_047E","C24010_047M","C24010_048E","C24010_048M","C24010_049E","C24010_049M","C24010_050E","C24010_050M","C24010_051E","C24010_051M","C24010_052E","C24010_052M","C24010_053E","C24010_053M","C24010_054E","C24010_054M","C24010_055E","C24010_055M","C24010_056E","C24010_056M","C24010_057E","C24010_057M","C24010_058E","C24010_058M","C24010_059E","C24010_059M","C24010_060E","C24010_060M","C24010_061E","C24010_061M","C24010_062E","C24010_062M","C24010_063E","C24010_063M","C24010_064E","C24010_064M","C24010_065E","C24010_065M","C24010_066E","C24010_066M","C24010_067E","C24010_067M","C24010_068E","C24010_068M","C24010_069E","C24010_069M","C24010_070E","C24010_070M","C24010_071E","C24010_071M","C24010_072E","C24010_072M","C24010_073E","C24010_073M","GEO_ID","NAME"
"929","194","597","151","56","44","27","31","11","16","16","26","11","17","11","17","0","12","0","12","18","28","0","12","0","12","18","28","0","12","0","12","0","12","0","12","193","87","21","34","30","29","30","29","0","12","95","66","47","55","0","12","111","70","38","41","73","54","141","73","28","25","87","61","26","37","96","67","0","12","19","32","77","62","332","104","81","63","21","22","21","22","0","12","0","12","0","12","0","12","0","12","44","57","0","12","0","12","44","57","0","12","16","19","11","17","5","8","108","62","22","25","0","12","0","12","0","12","76","61","0","12","10","16","101","65","41","49","60","40","31","33","31","33","0","12","0","12","11","17","11","17","0","12","0","12","1500000US530530718061","Block Group 1, Census Tract 718.06, Pierce County, Washington"
"421","123","213","84","16","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","18","8","12","0","12","0","12","8","14","0","12","0","12","0","12","58","52","0","12","23","38","0","12","23","38","0","12","35","37","0","12","79","49","36","33","43","38","18","27","0","12","0","12","18","27","42","37","0","12","29","33","13","19","208","77","47","38","13","20","13","20","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","32","23","28","11","18","83","47","9","14","0","12","0","12","0","12","20","23","25","23","29","28","78","43","51","42","27","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530718062","Block Group 2, Census Tract 718.06, Pierce County, Washington"
"827","203","427","130","92","54","24","23","7","13","17","18","29","31","0","12","29","31","0","12","24","41","0","12","0","12","0","12","24","41","15","17","8","15","7","10","19","20","0","12","0","12","0","12","0","12","0","12","19","20","0","12","177","87","86","73","91","54","98","68","0","12","9","15","89","69","41","32","20","24","21","23","0","12","400","115","173","83","74","57","52","47","22","32","53","50","17","28","8","13","28","42","46","50","0","12","0","12","46","50","0","12","0","12","0","12","0","12","137","74","18","21","0","12","0","12","0","12","57","59","10","16","52","29","40","27","13","18","27","23","0","12","0","12","0","12","0","12","50","48","36","45","0","12","14","16","1500000US530530718071","Block Group 1, Census Tract 718.07, Pierce County, Washington"
"693","158","327","105","36","32","29","31","14","22","15","21","7","11","7","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","58","44","0","12","0","12","0","12","0","12","21","33","26","25","11","17","84","73","72","74","12","14","36","23","0","12","28","19","8","12","113","64","53","51","25","24","35","32","366","103","79","56","32","30","11","17","21","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","47","48","47","48","0","12","108","57","9","13","0","12","0","12","0","12","50","34","40","41","9","15","179","76","69","56","110","59","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530718072","Block Group 2, Census Tract 718.07, Pierce County, Washington"
"640","198","371","156","16","20","11","18","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","9","5","9","0","12","51","61","0","12","6","9","6","9","0","12","0","12","45","61","0","12","60","53","29","42","31","34","165","111","0","12","165","111","0","12","79","115","44","59","0","12","35","57","269","94","72","44","19","21","8","13","11","17","0","12","0","12","0","12","0","12","38","34","0","12","0","12","38","34","0","12","15","18","11","16","4","9","94","65","13","21","0","12","0","12","0","12","15","23","20","32","46","48","57","48","15","24","42","43","0","12","0","12","0","12","0","12","46","54","46","54","0","12","0","12","1500000US530530718081","Block Group 1, Census Tract 718.08, Pierce County, Washington"
"645","180","363","137","35","27","0","12","0","12","0","12","6","9","6","9","0","12","0","12","29","25","12","15","0","12","17","20","0","12","0","12","0","12","0","12","68","58","0","12","16","15","16","15","0","12","22","26","30","48","0","12","0","12","0","12","0","12","182","114","0","12","119","107","63","39","78","60","26","34","0","12","52","54","282","118","28","27","22","27","22","27","0","12","0","12","0","12","0","12","0","12","6","10","0","12","0","12","6","10","0","12","0","12","0","12","0","12","145","92","0","12","0","12","0","12","0","12","95","52","28","36","22","31","75","68","32","34","43","59","0","12","0","12","0","12","0","12","34","38","11","17","6","15","17","28","1500000US530530718082","Block Group 2, Census Tract 718.08, Pierce County, Washington"
"249","125","134","86","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","17","26","0","12","0","12","0","12","0","12","0","12","17","26","0","12","26","35","22","34","4","8","72","53","0","12","72","53","0","12","19","31","0","12","0","12","19","31","115","76","28","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","20","22","0","12","8","14","12","17","0","12","8","13","8","13","0","12","37","52","33","52","0","12","0","12","0","12","4","7","0","12","0","12","42","52","7","11","35","50","0","12","0","12","0","12","0","12","8","14","0","12","0","12","8","14","1500000US530530718083","Block Group 3, Census Tract 718.08, Pierce County, Washington"
"590","224","256","116","25","41","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","41","25","41","0","12","39","44","0","12","0","12","0","12","0","12","17","29","22","32","0","12","38","40","7","14","31","41","99","79","0","12","64","68","35","37","55","54","13","24","23","36","19","29","334","153","76","66","0","12","0","12","0","12","0","12","0","12","0","12","0","12","35","37","0","12","0","12","17","26","18","29","41","46","0","12","41","46","70","53","70","53","0","12","0","12","0","12","0","12","0","12","0","12","188","115","127","104","61","57","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530719011","Block Group 1, Census Tract 719.01, Pierce County, Washington"
"308","114","120","107","31","49","0","12","0","12","0","12","0","12","0","12","0","12","0","12","31","49","0","12","0","12","31","49","0","12","0","12","0","12","0","12","10","18","0","12","0","12","0","12","0","12","0","12","10","18","0","12","60","56","13","22","47","52","0","12","0","12","0","12","0","12","19","35","19","35","0","12","0","12","188","88","82","66","20","32","0","12","20","32","0","12","0","12","0","12","0","12","50","50","22","36","0","12","20","32","8","16","12","24","0","12","12","24","29","34","16","26","0","12","0","12","0","12","0","12","0","12","13","22","68","56","51","51","17","28","0","12","0","12","0","12","0","12","9","16","9","16","0","12","0","12","1500000US530530719012","Block Group 2, Census Tract 719.01, Pierce County, Washington"
"253","106","144","70","52","39","29","35","16","28","13","22","23","26","9","14","14","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","44","55","0","12","33","51","0","12","33","51","0","12","11","19","0","12","21","33","0","12","21","33","27","42","0","12","27","42","0","12","0","12","0","12","0","12","0","12","109","62","66","42","25","28","25","28","0","12","0","12","0","12","0","12","0","12","41","37","0","12","0","12","11","18","30","34","0","12","0","12","0","12","43","47","32","51","0","12","0","12","0","12","0","12","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530719013","Block Group 3, Census Tract 719.01, Pierce County, Washington"
"699","166","375","97","124","87","53","48","35","41","18","22","37","49","0","12","37","49","0","12","20","24","0","12","0","12","11","19","9","14","14","32","14","32","0","12","82","73","0","12","11","18","11","18","0","12","22","37","43","65","6","14","0","12","0","12","0","12","76","55","0","12","42","40","34","40","93","69","71","60","22","37","0","12","324","85","194","77","35","38","23","35","12","18","0","12","0","12","0","12","0","12","72","54","42","49","0","12","30","37","0","12","87","71","87","71","0","12","29","35","9","14","0","12","0","12","0","12","20","32","0","12","0","12","41","40","15","24","26","33","60","52","0","12","20","35","40","41","0","12","0","12","0","12","0","12","1500000US530530719014","Block Group 4, Census Tract 719.01, Pierce County, Washington"
"626","247","341","126","155","96","137","99","62","68","75","73","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","26","17","25","1","10","38","57","0","12","0","12","0","12","0","12","38","57","0","12","0","12","89","86","47","75","42","52","59","64","0","12","16","25","43","61","0","12","0","12","0","12","0","12","285","159","74","105","0","12","0","12","0","12","0","12","0","12","0","12","0","12","39","49","14","25","0","12","25","40","0","12","35","60","35","60","0","12","69","67","0","12","0","12","0","12","0","12","36","55","0","12","33","41","141","91","47","56","94","69","1","4","1","4","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530719021","Block Group 1, Census Tract 719.02, Pierce County, Washington"
"351","193","178","94","36","43","13","20","13","20","0","12","0","12","0","12","0","12","0","12","23","39","0","12","0","12","0","12","23","39","0","12","0","12","0","12","10","17","0","12","0","12","0","12","0","12","10","17","0","12","0","12","67","68","67","68","0","12","31","36","0","12","31","36","0","12","34","51","34","51","0","12","0","12","173","157","41","60","0","12","0","12","0","12","0","12","0","12","0","12","0","12","41","60","41","60","0","12","0","12","0","12","0","12","0","12","0","12","57","84","0","12","0","12","0","12","0","12","0","12","57","84","0","12","75","64","31","36","44","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530719022","Block Group 2, Census Tract 719.02, Pierce County, Washington"
"596","250","320","153","107","70","66","55","66","55","0","12","23","37","0","12","23","37","0","12","18","32","0","12","0","12","0","12","18","32","0","12","0","12","0","12","49","53","0","12","33","47","33","47","0","12","0","12","16","26","0","12","101","106","61","95","40","54","35","46","0","12","35","46","0","12","28","35","0","12","8","13","20","33","276","124","212","118","57","48","57","48","0","12","0","12","0","12","0","12","0","12","140","111","0","12","18","28","122","108","0","12","15","30","0","12","15","30","34","48","34","48","0","12","0","12","0","12","0","12","0","12","0","12","30","38","0","12","30","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530719023","Block Group 3, Census Tract 719.02, Pierce County, Washington"
"273","110","132","76","42","44","16","37","16","37","0","12","0","12","0","12","0","12","0","12","9","15","0","12","9","15","0","12","0","12","17","21","17","21","0","12","44","42","0","12","26","38","26","38","0","12","0","12","18","27","0","12","21","25","21","25","0","12","0","12","0","12","0","12","0","12","25","33","13","23","12","20","0","12","141","51","117","40","21","35","21","35","0","12","0","12","0","12","0","12","0","12","40","45","0","12","0","12","40","45","0","12","56","48","38","43","18","30","7","13","0","12","0","12","0","12","0","12","7","13","0","12","0","12","17","21","10","17","7","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530719024","Block Group 4, Census Tract 719.02, Pierce County, Washington"
"260","104","198","80","110","57","47","31","47","31","0","12","20","33","0","12","20","33","0","12","33","34","4","11","13","21","0","12","16","27","10","18","10","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","30","38","30","38","0","12","0","12","0","12","0","12","0","12","58","56","13","20","45","51","0","12","62","49","50","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","46","43","0","12","0","12","15","25","31","35","4","11","0","12","4","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","22","0","12","12","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530719025","Block Group 5, Census Tract 719.02, Pierce County, Washington"
"387","136","202","129","14","23","14","23","0","12","14","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","47","57","0","12","26","42","26","42","0","12","21","34","0","12","0","12","0","12","0","12","0","12","116","119","0","12","0","12","116","119","25","41","25","41","0","12","0","12","185","76","44","57","8","14","0","12","8","14","0","12","0","12","0","12","0","12","36","58","0","12","0","12","36","58","0","12","0","12","0","12","0","12","98","70","42","56","0","12","0","12","0","12","18","28","0","12","38","58","22","24","0","12","22","24","0","12","0","12","0","12","0","12","21","23","10","17","0","12","11","17","1500000US530530720001","Block Group 1, Census Tract 720, Pierce County, Washington"
"315","138","162","93","26","31","0","12","0","12","0","12","11","19","0","12","11","19","0","12","15","23","15","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","20","34","20","34","0","12","44","45","0","12","0","12","44","45","72","69","0","12","19","23","53","65","153","79","36","34","29","32","16","25","13","20","0","12","0","12","0","12","0","12","7","11","0","12","7","11","0","12","0","12","0","12","0","12","0","12","31","38","19","31","0","12","0","12","0","12","0","12","12","21","0","12","73","66","45","56","28","32","0","12","0","12","0","12","0","12","13","24","0","12","0","12","13","24","1500000US530530720002","Block Group 2, Census Tract 720, Pierce County, Washington"
"288","133","141","89","37","44","37","44","37","44","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","64","69","0","12","52","65","0","12","52","65","0","12","12","20","0","12","0","12","0","12","0","12","30","32","2","4","28","31","0","12","10","16","1","3","9","16","0","12","147","99","18","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","18","26","0","12","18","26","102","78","13","20","0","12","0","12","0","12","37","42","0","12","52","62","27","37","5","9","22","37","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530720003","Block Group 3, Census Tract 720, Pierce County, Washington"
